compound,grouping,MW,formula,CAS,C,H,O,N,n_Benz,Cl,S,F,Si,Br,I,Combust,MRF
Methane,1.0,16.04206,CH4,,1,4,0,0,0,0,0,,,,,203.0,0.103
Ethane/Ethylene,1.5,28.05,C2H4,,2,4,0,0,0,0,0,,,,,306.0,0.191
Ethylene,1.5,28.05,C2H4,,2,4,0,0,0,0,0,,,,,306.0,0.191
Cyclopropene,1.5,40.06346,C3H4,,3,4,0,0,0,0,0,,,,,410.0,0.28
Propyne,1.5,40.0639,C3H4,,3,4,0,0,0,0,0,,,,,410.0,0.28
cyclopropane,1.1,42.079,C3H6,,3,6,0,0,0,0,0,,,,,453.0,0.318
Propane/Propylene,1.5,42.08,C3H6,,3,6,0,0,0,0,0,,,,,453.0,0.318
Propylene,1.5,42.08,C3H6,,3,6,0,0,0,0,0,,,,,453.0,0.318
Cyclobutene,1.5,54.08984,C4H6,,4,6,0,0,0,0,0,,,,,557.0,0.406
1-Butyne,1.5,54.09,C4H6,,4,6,0,0,0,0,0,,,,,557.0,0.406
2-Butyne,1.5,54.0904,C4H6,,4,6,0,0,0,0,0,,,,,557.0,0.406
Methylenecyclopropane,1.1,54.0904,C4H6,,4,6,0,0,0,0,0,,,,,557.0,0.406
"1,3-Butadiene",1.5,54.091,C4H6,,4,6,0,0,0,0,0,,,,,557.0,0.406
Cyclobutane,1.1,56.10552,C4H8,,4,8,0,0,0,0,0,,,,,601.0,0.444
Isobutene,1.5,56.106,C4H8,,4,8,0,0,0,0,0,,,,,601.0,0.444
"1-Propene, 2-methyl-",1.55,56.11,C4H8,,4,8,0,0,0,0,0,,,,,601.0,0.444
2-Butene,1.5,56.1063,C4H8,,4,8,0,0,0,0,0,,,,,601.0,0.444
1-Butene,1.5,56.11,C4H8,,4,8,0,0,0,0,0,,,,,601.0,0.444
n-butane,1.0,58.1212,C4H10,,4,10,0,0,0,0,0,,,,,644.0,0.481
Butane,1.0,58.12,C4H10,,4,10,0,0,0,0,0,,,,,644.0,0.481
Isobutane,0.9,58.122,C4H10,,4,10,0,0,0,0,0,,,,,644.0,0.481
isobutane IS,1.0,58.1222,C4H10,,4,10,0,0,0,0,0,,,,,644.0,0.481
3-Penten-1-yne,1.5,66.101,C5H6,,5,6,0,0,0,0,0,,,,,661.0,0.495
"1,3-Cyclopentadiene",1.1,66.1,C5H6,,5,6,0,0,0,0,0,,,,,661.0,0.495
"3-Penten-1-yne, (E)-",1.5,66.1011,C5H6,,5,6,0,0,0,0,0,,,,,661.0,0.495
Cyclopentadiene,1.1,66.1011,C5H6,,5,6,0,0,0,0,0,,,,,661.0,0.495
"1,3-Pentadiene, (Z)-",1.5,68.11622,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
"Cyclopropane, ethylidene",1.5,68.11622,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
"Cyclopropane, ethylidene-",1.1,68.11622,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
Isoprene,1.5,68.11622,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
"1,2-Pentadiene",1.7,68.117,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
cyclopentene,1.1,68.12,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
"1,3-Pentadiene",1.5,68.12,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
"1,4-Pentadiene",1.7,68.12,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
Bicyclopentane,1.1,68.12,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
Pentadiene,1.7,68.12,C5H8,,5,8,0,0,0,0,0,,,,,704.0,0.533
2-Methyl-1-butene,1.55,70.1,‎C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
2-Pentene,1.5,70.1,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"1-Butene, 3-methyl- ",1.55,70.13,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"Cyclobutane, methyl-",1.1,70.1319,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"Cyclopropane, 1,1-dimethyl-",1.1,70.1319,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"Cyclopropane, 1,2-dimethyl-, cis-",1.1,70.1319,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
Cyclopentane,1.1,70.132,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"1-Butene, 3-methyl-",1.55,70.13,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"2-Butene, 2-methyl-",1.55,70.1329,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"2-Pentene, (E)-",1.5,70.1329,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"Cyclopropane, 1,2-dimethyl-",1.1,70.1329,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"Cyclopropane, 1,2-dimethyl-, trans-",1.1,70.1329,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
"Cyclopropane, ethyl-",1.1,70.1329,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
1-Pentene,1.5,70.14,C5H10,,5,10,0,0,0,0,0,,,,,748.0,0.57
Tetrahydrofuran,3.0,72.11,C4H8O,,4,8,1,0,1,0,0,,,,,553.0,0.529
Pentane,1.0,72.14758,C5H12,,5,12,0,0,0,0,0,,,,,792.0,0.607
"Butane, 2-methyl-",0.9,72.148,C5H12,,5,12,0,0,0,0,0,,,,,792.0,0.607
"1,3-Hexadien-5-yne",1.5,78.11124,C6H6,,6,6,0,0,0,0,0,,,,,764.0,0.584
"1,5-Hexadiyne",1.5,78.1118,C6H6,,6,6,0,0,0,0,0,,,,,764.0,0.584
Benzene,2.0,78.11,C6H6,,6,6,0,0,1,0,0,,,,,764.0,0.711
"2-Hexen-4-yne, (E)-",1.5,80.12692,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
4-Methylenecyclopentene,1.1,80.12692,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
"1,3-Cyclohexadiene",1.1,80.127,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
"1,3-Cyclopentadiene, 1-methyl-",1.1,80.1277,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
2-Hexen-4-yne,1.5,80.1277,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
"3-Penten-1-yne, 3-methyl-",1.55,80.1277,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
"1,3-Cyclopentadiene, 5-methyl-",1.1,80.13,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
"1,4-Cyclohexadiene",1.5,80.13,C6H8,,6,8,0,0,0,0,0,,,,,808.0,0.621
"1,3-Pentadiene, 2-methyl-",1.55,82.14,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,4-Pentadiene, 2-methyl-",1.55,82.14,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,5-Hexadiene",1.7,82.14,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"2,4-Hexadiene",1.7,82.14,‎C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
" 1,4-Pentadiene, 2-methyl-",1.7,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"(Z),(Z)-2,4-Hexadiene",1.5,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,3-Pentadiene, 3-methyl-, (E)-",1.55,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"2,4-Hexadiene, (E,Z)-",1.5,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"4-Methyl-1,3-pentadiene",1.55,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
Cyclohexene,1.1,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"Cyclopentene, 1-methyl-",1.1,82.1426,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,3-Butadiene, 2,3-dimethyl-",1.7,82.143,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,3-Butadiene, 2-ethyl-",1.55,82.143,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,4-Pentadiene, 3-methyl-",1.7,82.143,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1,4-Hexadiene",1.7,82.1436,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"2,4-Hexadiene, (E,E)-",1.7,82.1436,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"Cyclopentane, methylene-",1.1,82.1436,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"Cyclopentene, 3-methyl-",1.1,82.1436,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
Hexadiene,1.7,82.1436,C6H10,,6,10,0,0,0,0,0,,,,,852.0,0.659
"1-Pentene, 4-methyl-",1.55,84.15,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
Cyclopentane- methyl-,1.1,84.15,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"1-Pentene, 2-methyl-",1.55,84.15828,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"1-Pentene, 3-methyl- ",1.55,84.15828,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"2-Pentene, 4-methyl-",1.55,84.15828,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"2-Butene, 2,3-dimethyl-",1.55,84.159,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"2-Pentene, 2-methyl-",1.55,84.159,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
" 2-Pentene, 3-methyl-",1.55,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"1-Pentene, 2-methyl- ",1.55,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"2-Hexene, (Z)-",1.5,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"2-Pentene, 3-methyl-",1.55,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
3-Hexene,1.5,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"3-Hexene, (E)-",1.5,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"cyclopentane, methyl-",1.1,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"Cyclopentane, methyl- ",1.1,84.1595,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"1-Butene, 3,3-dimethyl-",1.55,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"1-Pentene, 3-methyl-",1.55,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
2-Hexene,1.5,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"Cyclobutane, ethyl",1.1,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"Cyclopropane, 1-ethyl-2-methyl-, cis-",1.1,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
Pentene-3-Methyl,1.55,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
1-Hexene,1.5,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
Cyclohexane,1.1,84.16,C6H12,,6,12,0,0,0,0,0,,,,,895.0,0.696
"Pentane, 2-methyl-",0.9,86.17,C6H14,,6,14,0,0,1,0,0,,,,,939.0,0.861
"Butane, 2,3-dimethyl-",0.9,86.17,C6H14,,6,14,0,0,0,0,0,,,,,939.0,0.734
"Butane, 2,2-dimethyl-",0.9,86.175,C6H14,,6,14,0,0,0,0,0,,,,,939.0,0.734
"Pentane, 3-methyl-",0.9,86.1754,C6H14,,6,14,0,0,0,0,0,,,,,939.0,0.734
Hexane,1.0,86.18,C6H14,,6,14,0,0,0,0,0,,,,,939.0,0.734
n-hexane,1.0,86.18,C6H14,,6,14,0,0,0,0,0,,,,,939.0,0.734
Toluene,2.0,92.14,C7H8,,7,8,0,0,1,0,0,,,,,911.0,0.837
"1,3,5-Hexatriene, 2-methyl-",1.55,94.15,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,3,5-Hexatriene, 3-methyl-",1.55,94.15,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,3,6-Heptatriene",1.7,94.15,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1-Methylcyclohexa-1,3-diene",1.1,94.15,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1-Methylcyclohexa-2,4-diene",1.1,94.15,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,3,5-Hexatriene, 3-methyl-, (Z)-",1.55,94.1533,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,5-Hexadien-3-yne",1.5,94.1533,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
3-Methylenecyclohexene,1.1,94.154,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,3,5-Heptatriene",1.1,94.1543,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,3-Cyclopentadiene, 5,5-dimethyl-",1.1,94.1543,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
"1,4-Cyclohexadiene, 1-methyl-",1.1,94.1543,C7H10,,7,10,0,0,0,0,0,,,,,955.0,0.748
" Cyclohexane, methylene-",1.1,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
" Cyclopentane, 1-methyl-2-methylene-",1.1,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,6-Heptadiene",1.7,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"2,3-Hexadiene, 2-methyl-",1.55,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
2-Heptyne,1.5,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"3,5-Dimethylcyclopentene",1.1,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
3-Heptyne,1.5,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclobutane, (1-methylethylidene)-",1.1,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexane, methylene",1.1,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexene, 4-methyl-",1.1,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclopentane, 1-methyl-2-methylene-",1.1,96.16898,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclopentene, 1,5-dimethyl-",1.1,96.17,C6H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
Heptadiene,1.7,96.16898,‎C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,3-Pentadiene, 3-methyl-",1.55,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,4-Hexadiene, 2-methyl-",1.55,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,5-Heptadiene",1.7,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,5-Hexadiene, 2-methyl-",1.7,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
1-Heptyne,1.5,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
Cycloheptene,1.1,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexene, 1-methyl-",1.1,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexene, 2-Methyl",1.1,96.17,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
" 1,4-Hexadiene, 2-methyl-",1.55,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,3-Pentadiene, 2,3-dimethyl-",1.7,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,3-Pentadiene, 2,4-dimethyl-",1.55,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,4-Hexadiene, 4-methyl",1.55,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"1,4-Hexadiene, 4-methyl-",1.55,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"2,4-Dimethyl 1,4-pentadiene",1.55,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"2,4-Hexadiene, 2-methyl-",1.55,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexane, methylene-",1.1,96.1702,C10H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexene, 3-methyl-",1.1,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclohexene, 4-methyl",1.1,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"Cyclopentene, 4,4-dimethyl-",1.1,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
Vinylcyclopentane,1.1,96.1702,C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
3.5-Dimethylcyclopentene,1.1,96.2,‎C7H12,,7,12,0,0,0,0,0,,,,,999.0,0.785
"3-Hexene, 3-methyl-",1.55,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclohexane, methyl-",1.1,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Hexene, 3-methyl-",1.55,98.18466,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Hexene, 5-methyl-",1.55,98.18466,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Pentene, 2,3-dimethyl-",1.55,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Pentene, 2,4-dimethyl-",1.55,98.18466,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Heptene, (E)-",1.5,98.18466,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Hexene, 3-methyl-",1.55,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Hexene, 4-methyl-",1.55,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Pentene, 3,4-dimethyl-",1.55,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
Cycloheptane,1.1,98.18466,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclohexane, methyl- ",1.1,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclopentane, 1,1-dimethyl-",1.1,98.18,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclopentane, 1,3-dimethyl-",1.1,98.18466,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Butene, 2-ethyl-3-methyl-",1.55,98.186,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
1-Heptene,1.5,98.19,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Pentene, 2,4-dimethyl-",1.55,98.186,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Pentene, 3-ethyl-",1.55,98.186,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
3-Heptene,1.5,98.186,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
3-Methyl-3-hexene,1.55,98.186,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclopentane, 1,2-dimethyl-",1.1,98.186,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Pentene, 3-ethyl-",1.55,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
2-Heptene,1.5,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Hexene, 3-methyl-, (Z)-",1.55,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Hexene, 5-methyl-",1.55,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"2-Pentene, 4,4-dimethyl-",1.55,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
3-Methyl-2-hexene,1.55,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclopentane, 1,3-dimethyl",1.1,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Cyclopentane, ethyl-",1.1,98.1861,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Hexene, 2-methyl-",1.55,98.19,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"1-Hexene, 2--methyl-",1.55,98.19,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Hex-2-ene, 5-methyl-",1.55,98.19,C7H14,,7,14,0,0,0,0,0,,,,,1042.0,0.822
"Hexane, 3-methyl-",0.9,100.201,C7H16,,7,16,0,0,0,0,0,,,,,1086.0,0.86
"Pentane, 2,4-dimethyl-",1.55,100.201,C7H16,,7,16,0,0,0,0,0,,,,,1086.0,0.86
Heptane,1.0,100.2,C7H16,,7,16,0,0,0,0,0,,,,,1086.0,0.86
"Hexane, 2-methyl-",1.55,100.2019,C7H16,,7,16,0,0,0,0,0,,,,,1086.0,0.86
Styrene,2.0,104.15,C8H8,,8,8,0,0,0,0,0,,,,,1015.0,0.799
"Benzene, 1,3-dimethyl-",2.0,106.17,C8H10,,8,10,0,0,1,0,0,,,,,1059.0,0.963
"Benzene, 1,4-dimethyl-",2.0,106.165,C8H10,,8,10,0,0,0,0,0,,,,,1059.0,0.836
"Benzene, 1-3-dimethyl",2.0,106.165,C8H10,,8,10,0,0,1,0,0,,,,,1059.0,0.963
Ethylbenzene,2.0,106.17,C8H10,,8,10,0,0,1,0,0,,,,,1059.0,0.963
o-Xylene,2.0,106.165,C8H10,,8,10,0,0,1,0,0,,,,,1059.0,0.963
p-Xylene,2.0,106.165,C8H10,,8,10,0,0,1,0,0,,,,,1059.0,0.963
"2,3-Dimethyl-cyclohexa-1,3-diene",1.1,108.18,C8H12,,8,12,0,0,0,0,0,,,,,1102.0,0.874
"Cyclohexane, ethylidene-",,108.18,C8H12,,8,12,0,0,0,0,0,,,,,1102.0,0.874
Cyclohexenem 4-ethenyl-,1.1,108.18,C8H12,,8,12,0,0,0,0,0,,,,,1102.0,0.874
" 2,4-Hexadiene, 2,3-dimethyl-",1.55,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,3-Dimethyl-1-cyclohexene",1.1,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,4-Pentadiene, 2,3,3-trimethyl-",1.55,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,4-Pentadiene, 2,3,3-trimethyl- ",1.55,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
1-Ethyl-5-methylcyclopentene,1.1,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"4-Methyl-1,4-heptadiene",1.55,110.2,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"5,5-Dimethyl-1,3-hexadiene",1.55,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
Cis-bicyclo[4.2.0]octane,1.1,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclohexene, 1,2-dimethyl-",1.1,110.2,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclohexene, 1,4-dimethyl-",1.1,110.2,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclohexene, 1-ethyl-",1.1,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
Octadiene,1.7,110.19536,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,4-Hexadiene, 2,3-dimethyl-",1.7,110.196,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,3-Octadiene",1.7,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,4-Heptadiene, 3-methyl-",1.55,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,4-Hexadiene, 3-ethyl-",1.55,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,4-Octadiene",1.7,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
1-Octyne,1.5,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"2,4-Hexadiene, 2,5-dimethyl-",1.55,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclohexane, 1-methyl-4-methylene-",1.1,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclohexene, 3,5-dimethyl-",1.1,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclopentene, 1,2,3-trimethyl-",1.1,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
Methyl ethyl cyclopentene,1.1,110.1968,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,6-Heptadiene, 3-methyl-",1.55,110.2,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"1,7-Octadiene",1.7,110.2,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
1-Methyl-2-methylenecyclohexane,1.1,110.2,C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
"Cyclohexene, 1,6-dimethyl-",1.1,110.2,	C8H14,,8,14,0,0,0,0,0,,,,,1146.0,0.911
C8H16 isomers,1.5,112.2,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Heptene, 4-methyl-",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Hexene, 3,5-dimethyl-",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
2-Methyl-2-heptene,1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"3-Hexene, 2,3-dimethyl-",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Cyclohexane, ethyl-",1.1,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Cyclopentane, 1,2,4-trimethyl-",1.1,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"-Hexene, 2,3-dimethyl-",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2,4-Dimethyl-1-hexene",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Heptene, 5-methyl-",1.55,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Heptene, 6-methyl-",1.55,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Hexene, 2,3-dimethyl-",1.55,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Hexene, 2,4-dimethyl-",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"2-Hexene, 5,5-dimethyl-",1.55,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"3-Heptene, 3-methyl-",1.55,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"3-Hexene, 3,4-dimethyl-",1.55,112.21104,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
"Cyclopentane, 1,1,3-trimethyl-",1.1,112.21,C8H16,,8,16,0,0,0,0,0,,,,,1190.0,0.949
